epoch,lr,train_loss,val_loss,val_micro_f1,val_macro_f1,val_samples_f1,val_micro_precision,val_micro_recall
1,0.001,0.34630049219201736,0.27672022285352227,0.3787375415282392,0.06507936507936508,0.32633587786259544,0.4535809018567639,0.32509505703422054
2,0.001,0.14101673739211656,0.1451586316560061,0.7308085977482088,0.1742262629155034,0.6806615776081424,0.7915742793791575,0.6787072243346007
3,0.001,0.11974027600692912,0.12008590575392919,0.7839831401475237,0.24655941008882185,0.7092875318066157,0.8794326241134752,0.7072243346007605
4,0.001,0.10429800776638948,0.11668835011602358,0.781414994720169,0.3070118356914944,0.7061068702290076,0.8788598574821853,0.7034220532319392
5,0.001,0.0957235349033438,0.10427724279975163,0.8065506653019447,0.3367008535148409,0.7512722646310431,0.8736141906873615,0.7490494296577946
6,0.001,0.085152170809563,0.10372303346641192,0.8164102564102564,0.3361345702309997,0.7589058524173027,0.8864142538975501,0.7566539923954373
7,0.001,0.07908374521876767,0.0822656683566916,0.8448979591836735,0.3804136491928765,0.7894402035623409,0.9118942731277533,0.7870722433460076
8,0.001,0.0710475190595628,0.07872572950734437,0.8634097706879362,0.4934069480822675,0.8237913486005088,0.9077568134171907,0.8231939163498099
9,0.001,0.06663202429117845,0.0934655494589842,0.8348530901722391,0.3889576789777191,0.7856234096692111,0.8937093275488069,0.7832699619771863
10,0.001,0.06452160519389553,0.07252143277921749,0.8685258964143426,0.5015716834510306,0.8307888040712468,0.9121338912133892,0.8288973384030418
11,0.001,0.06313229583255639,0.1512944860995271,0.7094105480868665,0.44771251002474105,0.6526717557251909,0.7777777777777778,0.6520912547528517
12,0.001,0.062039766793081715,0.08579695509135268,0.8453815261044176,0.43366444349503813,0.8021628498727735,0.8957446808510638,0.8003802281368821
13,0.001,0.05741569494833919,0.0632523541687099,0.8858267716535433,0.5348333259815001,0.8562340966921119,0.9183673469387755,0.8555133079847909
14,0.001,0.05728311954440516,0.06953471557784627,0.873767258382643,0.5024959055494812,0.8435114503816794,0.9077868852459017,0.8422053231939164
15,0.001,0.057261498436801415,0.0633188099351548,0.8884540117416829,0.5842906131052411,0.8645038167938931,0.9153225806451613,0.8631178707224335
16,0.001,0.055126139592963364,0.11625253016712102,0.7810894141829393,0.4608504398826979,0.7220101781170483,0.8501118568232662,0.7224334600760456
17,0.001,0.053623977101610376,0.17877670462804895,0.6528384279475983,0.47058461326736756,0.566793893129771,0.7666666666666667,0.5684410646387833
18,0.001,0.05493305848909117,0.12477701322267984,0.759167492566898,0.49626246638387056,0.7283715012722646,0.7929606625258799,0.7281368821292775
19,0.001,0.051803032585125794,0.06564710988798214,0.8899707887049659,0.586690595345006,0.8695928753180661,0.9121756487025948,0.8688212927756654
20,0.001,0.05356000230246961,0.0755074299473799,0.8752475247524752,0.6154829202816544,0.8422391857506362,0.9132231404958677,0.8403041825095057
21,0.001,0.05272118009724458,0.06761997824406805,0.8828125,0.6132866421653607,0.8606870229007634,0.9076305220883534,0.8593155893536122
22,0.001,0.05093667957652703,0.05492873216858347,0.9048543689320389,0.6228859813630601,0.8874045801526718,0.9246031746031746,0.8859315589353612
23,0.001,0.049764424945962414,0.12003153369171929,0.7743271221532091,0.5049162824439225,0.7111959287531807,0.85,0.7110266159695817
24,0.001,0.04841211179139438,0.07530677716695626,0.8698224852071006,0.5901895218649499,0.8403307888040712,0.9036885245901639,0.8384030418250951
25,0.001,0.046294023392998776,0.07268520302444924,0.875,0.6051384570603664,0.8409669211195928,0.9149377593360996,0.8384030418250951
26,0.001,0.04798827226709451,0.14291808282146018,0.7686116700201208,0.4213815144997005,0.7277353689567431,0.8162393162393162,0.7262357414448669
27,0.001,0.04897808170726052,0.0846982235444411,0.8371174728529122,0.5386006524047361,0.8053435114503816,0.8706365503080082,0.8060836501901141
28,0.001,0.05092320875754573,0.16673341711968867,0.6637744034707158,0.46344589346458775,0.5826972010178116,0.7727272727272727,0.5817490494296578
29,0.001,0.049009237314924764,0.07289223623184757,0.8825831702544031,0.589452597619868,0.8581424936386768,0.9092741935483871,0.8574144486692015
30,0.001,0.049940411542777494,0.07146261950940576,0.8830409356725146,0.6137424527424528,0.8625954198473282,0.906,0.8612167300380228
